win,lose,probability
Sacramento Kings,Orlando Magic,0.55176222744676
San Antonio Spurs,Atlanta Hawks,0.8103789793545556
Toronto Raptors,Dallas Mavericks,0.7451493380745037
Los Angeles Clippers,Utah Jazz,0.6095383280428296
Oklahoma City Thunder,Brooklyn Nets,0.9035651642503999
Cleveland Cavaliers,Detroit Pistons,0.8216653386884487
Golden State Warriors,Philadelphia 76ers,0.9858022005529203
Portland Trail Blazers,New Orleans Pelicans,0.6924648726027859
Indiana Pacers,New York Knicks,0.6697496698462011
Boston Celtics,Minnesota Timberwolves,0.8221189616751833
Chicago Bulls,Memphis Grizzlies,0.6197632357712323
Detroit Pistons,Utah Jazz,0.5894528728561662
Houston Rockets,Los Angeles Lakers,0.869108321567674
Indiana Pacers,Charlotte Hornets,0.5365385056008671
Los Angeles Clippers,Milwaukee Bucks,0.8505744339763499
Miami Heat,New Orleans Pelicans,0.824173273101906
Sacramento Kings,Phoenix Suns,0.5849686038012759
San Antonio Spurs,Portland Trail Blazers,0.8302005794458256
Washington Wizards,Dallas Mavericks,0.5536257460607287
Atlanta Hawks,Memphis Grizzlies,0.7638910059220355
Cleveland Cavaliers,Utah Jazz,0.8127848055697648
Los Angeles Clippers,Denver Nuggets,0.7210444693998922
Golden State Warriors,Orlando Magic,0.9290027648738303
New York Knicks,Brooklyn Nets,0.7481064436912758
Oklahoma City Thunder,Toronto Raptors,0.5120003329326042
Boston Celtics,Brooklyn Nets,0.8250281114641628
Toronto Raptors,Detroit Pistons,0.6166443854869461
Milwaukee Bucks,Los Angeles Lakers,0.6271156310759736
Miami Heat,Minnesota Timberwolves,0.8181452229045263
Houston Rockets,New Orleans Pelicans,0.634946252154003
Dallas Mavericks,Philadelphia 76ers,0.8544479516218834
Orlando Magic,Phoenix Suns,0.6134753355554208
Washington Wizards,Chicago Bulls,0.5764269185155583
Atlanta Hawks,Portland Trail Blazers,0.6097547571703738
Chicago Bulls,Utah Jazz,0.5039383340313753
Charlotte Hornets,Washington Wizards,0.6867863052934713
Houston Rockets,Denver Nuggets,0.5699559422149725
Golden State Warriors,Milwaukee Bucks,0.9498789225469421
Cleveland Cavaliers,Los Angeles Clippers,0.6118825909081524
San Antonio Spurs,Memphis Grizzlies,0.8436616386835016
Oklahoma City Thunder,Sacramento Kings,0.8901287793223793
Dallas Mavericks,Brooklyn Nets,0.7533506799657181
Detroit Pistons,Phoenix Suns,0.8415830193682042
Cleveland Cavaliers,Los Angeles Lakers,0.9378598754071572
Miami Heat,Portland Trail Blazers,0.594462564701537
New Orleans Pelicans,Minnesota Timberwolves,0.5768165884041239
Boston Celtics,Philadelphia 76ers,0.9006216284771821
San Antonio Spurs,Sacramento Kings,0.923394502406758
Toronto Raptors,Indiana Pacers,0.7069226820927462
Boston Celtics,Washington Wizards,0.6833934303977123
Charlotte Hornets,Atlanta Hawks,0.5721271066287245
Houston Rockets,Denver Nuggets,0.7382009604681624
Indiana Pacers,Utah Jazz,0.62723431388861
Los Angeles Clippers,New York Knicks,0.8332594992108815
Golden State Warriors,Oklahoma City Thunder,0.6005694774014114
Orlando Magic,Philadelphia 76ers,0.8795203467491858
Detroit Pistons,Brooklyn Nets,0.7478708982421824
Golden State Warriors,Dallas Mavericks,0.850304857822796
Los Angeles Clippers,Los Angeles Lakers,0.889307516664271
Miami Heat,Phoenix Suns,0.8749939534554604
San Antonio Spurs,Minnesota Timberwolves,0.8645603235357202
Memphis Grizzlies,New Orleans Pelicans,0.5209422621412368
Portland Trail Blazers,Milwaukee Bucks,0.8608152286897979
Toronto Raptors,Chicago Bulls,0.7623665727848227
Boston Celtics,Indiana Pacers,0.6229787837664028
Chicago Bulls,Detroit Pistons,0.5187954602375945
Cleveland Cavaliers,Denver Nuggets,0.829228581725467
Oklahoma City Thunder,Philadelphia 76ers,0.9744743601793645
Charlotte Hornets,Orlando Magic,0.6418711549720327
Sacramento Kings,Milwaukee Bucks,0.6406566875157971
Utah Jazz,New York Knicks,0.7287412202135318
Atlanta Hawks,Washington Wizards,0.5509459785462361
Brooklyn Nets,Phoenix Suns,0.5403116196631985
Los Angeles Clippers,Dallas Mavericks,0.6339595371934361
Toronto Raptors,Miami Heat,0.5497173064403533
Portland Trail Blazers,New York Knicks,0.8444699770565489
San Antonio Spurs,Memphis Grizzlies,0.9101035213300978
Boston Celtics,Phoenix Suns,0.8779108523282492
Chicago Bulls,Philadelphia 76ers,0.901427662079931
Cleveland Cavaliers,Charlotte Hornets,0.6491297595661086
Golden State Warriors,Sacramento Kings,0.9364465495300881
Houston Rockets,New Orleans Pelicans,0.7573799176765194
Indiana Pacers,Denver Nuggets,0.7901811503284624
Minnesota Timberwolves,Los Angeles Lakers,0.6347144188286383
Atlanta Hawks,Milwaukee Bucks,0.6964896378420878
Detroit Pistons,Orlando Magic,0.5374487457645445
Washington Wizards,Brooklyn Nets,0.8603861425656936
Cleveland Cavaliers,Washington Wizards,0.8282357404021017
Toronto Raptors,Dallas Mavericks,0.6729173841328386
Los Angeles Clippers,Utah Jazz,0.6984976332649271
Portland Trail Blazers,Minnesota Timberwolves,0.8568591464102128
San Antonio Spurs,New York Knicks,0.9315573964077162
Atlanta Hawks,Brooklyn Nets,0.9117104717160381
Boston Celtics,Miami Heat,0.5712218365818099
Charlotte Hornets,Phoenix Suns,0.8795864969346473
Denver Nuggets,New Orleans Pelicans,0.6508081448367464
Golden State Warriors,Memphis Grizzlies,0.9252367380157267
Oklahoma City Thunder,Houston Rockets,0.7026056281733186
Indiana Pacers,Philadelphia 76ers,0.9380691719226665
Los Angeles Clippers,Sacramento Kings,0.8156924865627606
Portland Trail Blazers,Los Angeles Lakers,0.8420927809011294
Chicago Bulls,Milwaukee Bucks,0.5788419029694833
Oklahoma City Thunder,Dallas Mavericks,0.7261357221412095
Detroit Pistons,New York Knicks,0.6190120139505579
Sacramento Kings,Memphis Grizzlies,0.5379383440771498
San Antonio Spurs,Cleveland Cavaliers,0.6333750587613369
Toronto Raptors,Orlando Magic,0.8279624381788827
Utah Jazz,New Orleans Pelicans,0.7552607701999908
Atlanta Hawks,Phoenix Suns,0.8818109032048725
Brooklyn Nets,Philadelphia 76ers,0.7409059820795854
Charlotte Hornets,Milwaukee Bucks,0.8290812557401345
Miami Heat,Detroit Pistons,0.5039753188452383
Golden State Warriors,Houston Rockets,0.8350193145905738
Indiana Pacers,Minnesota Timberwolves,0.8000643558692926
Washington Wizards,Los Angeles Lakers,0.7881575180320917
Portland Trail Blazers,Denver Nuggets,0.8492544415192202
Boston Celtics,Milwaukee Bucks,0.8268411522576271
Los Angeles Clippers,Washington Wizards,0.7201329423409052
Indiana Pacers,Memphis Grizzlies,0.5801770850944081
Dallas Mavericks,New Orleans Pelicans,0.6286473655145481
Miami Heat,New York Knicks,0.7155361858040878
Oklahoma City Thunder,Orlando Magic,0.7858800253826781
Atlanta Hawks,Philadelphia 76ers,0.8993249649307073
Utah Jazz,Sacramento Kings,0.5795055911279402
Golden State Warriors,San Antonio Spurs,0.5026269688459721
Toronto Raptors,Charlotte Hornets,0.6612259702142903
Cleveland Cavaliers,Chicago Bulls,0.7823872621691375
Detroit Pistons,Brooklyn Nets,0.8802777679560178
Minnesota Timberwolves,Los Angeles Lakers,0.7913154112784915
Los Angeles Clippers,Phoenix Suns,0.8396123822134649
Portland Trail Blazers,Houston Rockets,0.7163098075217049
Boston Celtics,Orlando Magic,0.7672738098160539
Charlotte Hornets,Denver Nuggets,0.8154497214272103
Cleveland Cavaliers,Philadelphia 76ers,0.9750506857245208
Golden State Warriors,Houston Rockets,0.8855474133766902
Dallas Mavericks,Memphis Grizzlies,0.5327227383079235
Miami Heat,New York Knicks,0.8031749660999233
Detroit Pistons,Milwaukee Bucks,0.594244060175591
New Orleans Pelicans,Sacramento Kings,0.5226519946986329
San Antonio Spurs,Oklahoma City Thunder,0.5199099122821282
Toronto Raptors,Indiana Pacers,0.7069226820927462
Utah Jazz,Washington Wizards,0.58041084047195
Orlando Magic,Brooklyn Nets,0.6498125203325863
Atlanta Hawks,Chicago Bulls,0.5923965793461723
Los Angeles Clippers,Los Angeles Lakers,0.9243001186853455
Minnesota Timberwolves,Sacramento Kings,0.5788475444081992
Portland Trail Blazers,Phoenix Suns,0.903039959640439
Atlanta Hawks,Brooklyn Nets,0.8229390331655279
Cleveland Cavaliers,Indiana Pacers,0.7868388556234573
Golden State Warriors,Washington Wizards,0.8954724232070914
Memphis Grizzlies,Los Angeles Lakers,0.7203165721894929
Miami Heat,Denver Nuggets,0.808942354236085
Dallas Mavericks,Milwaukee Bucks,0.6012826663932612
Chicago Bulls,New Orleans Pelicans,0.6067394386200841
Boston Celtics,New York Knicks,0.7208858315014607
Oklahoma City Thunder,Charlotte Hornets,0.7447536240709175
Houston Rockets,Phoenix Suns,0.7285680970405782
San Antonio Spurs,Utah Jazz,0.8631980432783899
Toronto Raptors,Philadelphia 76ers,0.9623176549471941
Cleveland Cavaliers,Orlando Magic,0.8804549163768715
Golden State Warriors,Minnesota Timberwolves,0.9483022868517722
Toronto Raptors,Indiana Pacers,0.5785108692163411
New Orleans Pelicans,Denver Nuggets,0.5619401277771559
Chicago Bulls,New York Knicks,0.6039233832422639
Oklahoma City Thunder,Milwaukee Bucks,0.9124352763799897
Brooklyn Nets,Philadelphia 76ers,0.5415917139113532
Dallas Mavericks,Sacramento Kings,0.5721319181982377
San Antonio Spurs,Memphis Grizzlies,0.9101035213300978
Portland Trail Blazers,Utah Jazz,0.5088909190336142
Charlotte Hornets,Washington Wizards,0.5470636144896388
Cleveland Cavaliers,Boston Celtics,0.6527032167675508
Charlotte Hornets,Miami Heat,0.5750693413962206
Toronto Raptors,Detroit Pistons,0.6166443854869461
Houston Rockets,Denver Nuggets,0.7382009604681624
Los Angeles Clippers,Dallas Mavericks,0.704817145151155
Oklahoma City Thunder,Memphis Grizzlies,0.7776451487080593
Golden State Warriors,Phoenix Suns,0.9449608990197783
San Antonio Spurs,Los Angeles Lakers,0.9708074935317647
Atlanta Hawks,Boston Celtics,0.5737829398039852
Indiana Pacers,Milwaukee Bucks,0.8052333225934372
Washington Wizards,New York Knicks,0.6082240612851498
Orlando Magic,Brooklyn Nets,0.8059364922760783
Chicago Bulls,Philadelphia 76ers,0.842524190977688
Portland Trail Blazers,Minnesota Timberwolves,0.8568591464102128
Cleveland Cavaliers,Atlanta Hawks,0.7462237241755373
San Antonio Spurs,Dallas Mavericks,0.8035825044320399
Denver Nuggets,New Orleans Pelicans,0.6508081448367464
Houston Rockets,Detroit Pistons,0.5721075172254451
Sacramento Kings,Los Angeles Lakers,0.6838548663902724
Memphis Grizzlies,New York Knicks,0.6473668155850871
Oklahoma City Thunder,Phoenix Suns,0.889063419964509
Toronto Raptors,Miami Heat,0.6604077460840887
Utah Jazz,Minnesota Timberwolves,0.7475936763764207
Chicago Bulls,Brooklyn Nets,0.7357066751611672
Charlotte Hornets,Boston Celtics,0.5685974015417646
Golden State Warriors,New Orleans Pelicans,0.9502781446848921
Indiana Pacers,Orlando Magic,0.591887149689545
Milwaukee Bucks,Philadelphia 76ers,0.7111861182687104
Portland Trail Blazers,Utah Jazz,0.7156769774805519
San Antonio Spurs,Los Angeles Clippers,0.7644520641767607
Miami Heat,Washington Wizards,0.5479680071274282
Cleveland Cavaliers,Atlanta Hawks,0.6442926286650085
Oklahoma City Thunder,Denver Nuggets,0.7982691563809821
Minnesota Timberwolves,Los Angeles Lakers,0.6347144188286383
Detroit Pistons,Memphis Grizzlies,0.525429079290219
Toronto Raptors,New York Knicks,0.7992885873976826
Dallas Mavericks,Phoenix Suns,0.7231803476279323
Houston Rockets,Sacramento Kings,0.5787470576722356
Boston Celtics,Brooklyn Nets,0.9086948995370068
Chicago Bulls,Orlando Magic,0.6328100855627611
Detroit Pistons,Washington Wizards,0.6145955868381392
Golden State Warriors,Utah Jazz,0.8852316161968001
Los Angeles Clippers,Houston Rockets,0.6991526266015873
Cleveland Cavaliers,Miami Heat,0.6587843422338509
Charlotte Hornets,Milwaukee Bucks,0.6931648046364598
Indiana Pacers,Philadelphia 76ers,0.8767863948453686
San Antonio Spurs,Portland Trail Blazers,0.6459635436324571
Atlanta Hawks,Charlotte Hornets,0.5811233898324626
Dallas Mavericks,Denver Nuggets,0.7153010614163064
New Orleans Pelicans,Los Angeles Lakers,0.6251452322440737
Oklahoma City Thunder,Minnesota Timberwolves,0.8053324025861881
Sacramento Kings,Phoenix Suns,0.728614767016358
Boston Celtics,Milwaukee Bucks,0.8268411522576271
Chicago Bulls,Brooklyn Nets,0.8387711057204579
Cleveland Cavaliers,Toronto Raptors,0.6527556535026561
Golden State Warriors,Los Angeles Lakers,0.9759913510438277
Houston Rockets,Minnesota Timberwolves,0.749757215196353
Indiana Pacers,Atlanta Hawks,0.5326372444262069
Los Angeles Clippers,Sacramento Kings,0.8156924865627606
Dallas Mavericks,Memphis Grizzlies,0.5327227383079235
Miami Heat,Washington Wizards,0.6775362083224032
New York Knicks,Philadelphia 76ers,0.8392441621674501
Oklahoma City Thunder,Denver Nuggets,0.9046873487167563
Detroit Pistons,Orlando Magic,0.5374487457645445
Portland Trail Blazers,New Orleans Pelicans,0.861820659286695
San Antonio Spurs,Utah Jazz,0.7866699282469831
